entry_id, property_type, beds, location, price_19q1, price_19q3, price_19q4, price_20q1, price_20q2
5901,  All property types,  One bed,  Donnybrook; Dublin 4, 1370.84, 1357.66, 1372.09, 1374.39, 1391.74
5903,  All property types,  One bed,  Merrion; Dublin 4, 1413.1, 1476.48, 1501.64, 1522.0, 1569.54
5904,  All property types,  One bed,  Pembroke; Dublin 4, 1597.39, 1649.45, 1344.84, 1446.52, 1444.45
5905,  All property types,  One bed,  Ringsend; Dublin 4, 1439.6, 1574.23, 1574.34, 1635.98, 1647.43
5906,  All property types,  One bed,  Sandymount; Dublin 4, 1470.45, 1603.74, 1519.05, 1528.87, 1489.77
5907,  All property types,  One bed,  Dublin 5, 1105.95, 1167.13, 1187.36, 1189.89, 1192.85
5910,  All property types,  One bed,  Raheny; Dublin 5, 1194.12, 1248.19, 1252.38, 1235.51, 1212.61
5911,  All property types,  One bed,  Dublin 6, 1146.03, 1205.51, 1233.62, 1250.33, 1257.34
5913,  All property types,  One bed,  Harolds Cross; Dublin 6, 1182.63, 1250.72, 1266.96, 1275.27, 1507.38
5914,  All property types,  One bed,  Milltown; Dublin 6, 1523.73, 1604.83, 1618.53, 1664.06, 1667.2
5915,  All property types,  One bed,  Ranelagh; Dublin 6, 1165.33, 1262.04, 1293.07, 1315.02, 1320.55
5916,  All property types,  One bed,  Rathgar; Dublin 6, 1165.38, 1193.22, 1213.16, 1231.32, 1230.45
5917,  All property types,  One bed,  Rathmines; Dublin 6, 1081.97, 1149.3, 1175.23, 1194.83, 1200.23
5918,  All property types,  One bed,  Terenure; Dublin 6, 1110.4, 1178.41, 1238.39, 1228.0, 1208.06
5919,  All property types,  One bed,  Dublin 6W, 1126.43, 1144.85, 1154.02, 1139.27, 1184.6
5920,  All property types,  One bed,  Harolds Cross; Dublin 6W, 1084.33, 1082.4, 1075.52, 1056.82, 1069.51
5922,  All property types,  One bed,  Terenure; Dublin 6W, 1298.49, 1290.06, 1300.07, 1280.59, 1282.87
5923,  All property types,  One bed,  Dublin 7, 1055.4, 1090.21, 1108.76, 1124.22, 1119.56
5925,  All property types,  One bed,  Cabra; Dublin 7, 1032.99, 1042.42, 1044.66, 1069.18, 1048.2
5927,  All property types,  One bed,  North Circular Road; Dublin 7, 993.33, 1004.43, 1009.99, 1016.6, 1005.3
5928,  All property types,  One bed,  Phibsboro; Dublin 7, 873.93, 923.73, 951.95, 961.9, 960.83
5929,  All property types,  One bed,  Smithfield; Dublin 7, 1355.81, 1393.19, 1421.51, 1421.85, 1436.41
5930,  All property types,  One bed,  Stoneybatter; Dublin 7, 1087.38, 1048.04, 1658.19, 1670.8, 1678.07
5931,  All property types,  One bed,  Dublin 8, 1234.38, 1309.09, 1312.68, 1320.3, 1320.1
5932,  All property types,  One bed,  Christchurch; Dublin 8, 1425.57, 1453.63, 1454.16, 1452.11, 1415.86
5933,  All property types,  One bed,  Cork Street; Dublin 8, 1126.53, 1316.05, 1293.77, 1301.27, 1302.0
5935,  All property types,  One bed,  Inchicore; Dublin 8, 1156.76, 1226.36, 1203.44, 1200.1, 1176.22
5936,  All property types,  One bed,  Islandbridge; Dublin 8, 1541.48, 1618.35, 1616.72, 1629.96, 1645.93
5937,  All property types,  One bed,  Kilmainham ; Dublin 8, 1258.2, 1270.54, 1244.28, 1246.31, 1249.49
5938,  All property types,  One bed,  Portobello; Dublin 8, 1099.11, 1175.72, 1219.73, 1238.41, 1288.5
5979,  All property types,  One bed,  Castleknock; Dublin 15, 1321.73, 1649.45, 1658.19, 1670.8, 1678.07
5986,  All property types,  One bed,  Royal Canal Park; Dublin 15, 1597.39, 1240.8, 1232.55, 1233.8, 1225.95
5988,  All property types,  One bed,  Dublin 16, 1353.06, 1358.58, 1384.38, 1436.43, 1433.98
5990,  All property types,  One bed,  Dundrum; Dublin 16, 1525.69, 1540.79, 1539.76, 1603.52, 1609.53
5994,  All property types,  One bed,  Dublin 17, 1131.09, 1150.57, 1134.85, 1160.39, 1178.23
5995,  All property types,  One bed,  Malahide Road; Dublin 17, 1163.87, 1136.6, 1148.68, 1153.07, 1678.07
5997,  All property types,  One bed,  Dublin 18, 1433.14, 1483.83, 1489.18, 1496.52, 1512.01
6001,  All property types,  One bed,  Leopardstown; Dublin 18, 1706.22, 1745.19, 1720.98, 1687.68, 1701.48
6002,  All property types,  One bed,  Sandyford; Dublin 18, 1423.52, 1466.45, 1467.55, 1470.13, 1480.34
6003,  All property types,  One bed,  Stepaside; Dublin 18, 1355.69, 1401.54, 1411.03, 1670.8, 1678.07
6004,  All property types,  One bed,  Dublin 20, 1236.01, 1228.79, 1221.96, 1211.3, 1208.22
6005,  All property types,  One bed,  Chapelizod; Dublin 20, 1234.59, 1230.91, 1258.59, 1250.41, 1236.53
6007,  All property types,  One bed,  Clondalkin; Dublin 22, 1094.81, 1120.24, 1131.12, 1129.86, 1135.29
6008,  All property types,  One bed,  Dublin 24, 1161.0, 1166.06, 1153.08, 1166.5, 1178.41
6012,  All property types,  One bed,  Tallaght; Dublin 24, 1162.48, 1155.6, 1137.98, 1161.89, 1157.42
6013,  All property types,  One bed,  Dublin, 1564.51, 1598.4, 1613.94, 1632.22, 1638.43
6180,  All property types,  Three bed,  Dublin, 1682.26, 1746.95, 1751.29, 1767.89, 1785.01
1715,  Semi detached house,  1 to 2 bed,  Dublin 3, 1637.7, 1566.52, 1607.58, 1658.17, 1635.4
1724,  Semi detached house,  1 to 2 bed,  Dublin 4, 2006.28, 2108.55, 2079.4, 1969.58, 1982.43
1732,  Semi detached house,  1 to 2 bed,  Dublin 5, 1532.03, 1586.73, 1658.19, 1528.44, 1504.83
1736,  Semi detached house,  1 to 2 bed,  Dublin 6, 1672.67, 1813.83, 1769.08, 1756.75, 1770.28
889,  Detached house,  Four plus bed,  Dublin 4, 3640.66, 3888.71, 3895.6, 4021.88, 4060.42
959,  Detached house,  Four plus bed,  Dublin 14, 2969.19, 3142.15, 3220.15, 3170.06, 3142.11
965,  Detached house,  Four plus bed,  Dublin 15, 1839.66, 1979.06, 2034.75, 2011.08, 2017.26
987,  Detached house,  Four plus bed,  Dublin 18, 3061.49, 3160.89, 3193.45, 3204.88, 3180.36
990,  Detached house,  Four plus bed,  Foxrock; Dublin 18, 3660.88, 3842.23, 3777.69, 3741.81, 3527.54
2031,  Semi detached house,  Four plus bed,  Stillorgan; Dublin, 1597.39, 2573.14, 1658.19, 1670.8, 1678.07
2032,  Semi detached house,  Four plus bed,  Swords; Dublin, 1728.38, 1808.78, 1818.6, 1808.03, 1760.03
2049,  Semi detached house,  Four plus bed,  Dublin 3, 1994.82, 2168.41, 2321.22, 2224.93, 2254.41
6514,  All property types,  1 to 3 bed,  Dublin, 1547.01, 1581.05, 1593.22, 1610.27, 1619.56
6515,  All property types,  1 to 3 bed,  Balbriggan; Dublin, 1143.67, 1211.16, 1256.53, 1278.49, 1291.21
6516,  All property types,  1 to 3 bed,  Blackrock; Dublin, 1807.61, 1868.68, 1850.42, 1870.23, 1898.73
6517,  All property types,  1 to 3 bed,  Booterstown; Dublin, 1833.39, 1877.04, 1834.72, 1874.85, 1932.78
6520,  All property types,  1 to 3 bed,  Dalkey; Dublin, 1971.49, 2038.32, 2079.23, 2093.01, 2120.36
6521,  All property types,  1 to 3 bed,  Donabate; Dublin, 1236.7, 1313.62, 1401.47, 1485.82, 1516.35
6522,  All property types,  1 to 3 bed,  Dun Laoghaire; Dublin, 1795.64, 1809.25, 1844.42, 1892.02, 1898.14
6523,  All property types,  1 to 3 bed,  Glenageary; Dublin, 1905.73, 1895.0, 1791.43, 1757.34, 1833.38
6524,  All property types,  1 to 3 bed,  Howth; Dublin, 1605.88, 1745.11, 1787.88, 1791.41, 1796.49
6525,  All property types,  1 to 3 bed,  Killiney; Dublin, 1788.49, 1913.8, 1938.74, 1950.1, 1886.74
6526,  All property types,  1 to 3 bed,  Kinsealy; Dublin, 1422.21, 1436.68, 1474.79, 1504.48, 1526.81
6527,  All property types,  1 to 3 bed,  Lucan; Dublin, 1485.85, 1475.62, 1479.91, 1489.13, 1492.63
2058,  Semi detached house,  Four plus bed,  Dublin 4, 3376.8, 3609.19, 3690.6, 3887.22, 3850.31
2059,  Semi detached house,  Four plus bed,  Ballsbridge; Dublin 4, 1597.39, 1649.45, 3569.01, 1670.8, 1678.07
2066,  Semi detached house,  Four plus bed,  Dublin 5, 2090.24, 2163.46, 2151.1, 1961.5, 1920.29
2070,  Semi detached house,  Four plus bed,  Dublin 6, 3108.32, 3228.87, 3329.39, 3305.71, 3308.49
2078,  Semi detached house,  Four plus bed,  Dublin 6W, 2325.97, 2485.37, 2550.36, 2511.93, 2555.66
2081,  Semi detached house,  Four plus bed,  Terenure; Dublin 6W, 1597.39, 2741.73, 2805.4, 2768.7, 2809.07
2082,  Semi detached house,  Four plus bed,  Dublin 7, 1974.18, 2131.98, 2260.06, 2275.22, 2280.98
2101,  Semi detached house,  Four plus bed,  Dublin 9, 2150.61, 2254.92, 2203.61, 2103.64, 2131.68
2104,  Semi detached house,  Four plus bed,  Drumcondra; Dublin 9, 2242.0, 2446.63, 1658.19, 1670.8, 1678.07
2106,  Semi detached house,  Four plus bed,  Santry; Dublin 9, 1597.39, 1649.45, 1658.19, 1670.8, 2106.45
2111,  Semi detached house,  Four plus bed,  Dublin 11, 1726.59, 1836.98, 1813.65, 1885.94, 1935.46
2117,  Semi detached house,  Four plus bed,  Dublin 12, 2034.71, 2139.79, 2173.56, 1670.8, 1678.07
2122,  Semi detached house,  Four plus bed,  Dublin 13, 1946.89, 1649.45, 1658.19, 2172.13, 2210.85
2128,  Semi detached house,  Four plus bed,  Dublin 14, 2580.75, 2704.98, 2685.62, 2676.4, 2628.02
2130,  Semi detached house,  Four plus bed,  Clonskeagh; Dublin 14, 1597.39, 3217.52, 1658.19, 1670.8, 1678.07
5954,  All property types,  One bed,  Finglas; Dublin 11, 1187.65, 1182.23, 1145.2, 1156.47, 1169.54
5955,  All property types,  One bed,  Glasnevin; Dublin 11, 1135.49, 1109.96, 1658.19, 1670.8, 1678.07
5958,  All property types,  One bed,  Dublin 12, 1108.05, 1133.56, 1141.98, 1144.89, 1139.82
5959,  All property types,  One bed,  Crumlin; Dublin 12, 1597.39, 1179.58, 1224.01, 1225.18, 1205.05
5961,  All property types,  One bed,  Kimmage; Dublin 12, 1191.44, 1187.04, 1160.28, 1129.87, 1134.61
5963,  All property types,  One bed,  Dublin 13, 1246.64, 1265.0, 1280.42, 1315.08, 1308.31
5964,  All property types,  One bed,  Baldoyle; Dublin 13, 1310.37, 1649.45, 1658.19, 1670.8, 1678.07
5966,  All property types,  One bed,  Clongriffin; Dublin 13, 1296.32, 1332.62, 1351.44, 1347.96, 1269.23
5969,  All property types,  One bed,  Dublin 14, 1398.01, 1450.25, 1425.49, 1524.08, 1532.52
5970,  All property types,  One bed,  Churchtown; Dublin 14, 1597.39, 1649.45, 1658.19, 1733.49, 1780.4
2133,  Semi detached house,  Four plus bed,  Rathfarnham; Dublin 14, 2182.81, 2180.38, 1658.19, 1670.8, 1678.07
2134,  Semi detached house,  Four plus bed,  Dublin 15, 1744.51, 1829.87, 1846.82, 1882.46, 1898.51
2138,  Semi detached house,  Four plus bed,  Castleknock; Dublin 15, 2000.68, 2091.77, 2066.55, 2050.23, 2057.53
2139,  Semi detached house,  Four plus bed,  Clonee; Dublin 15, 1571.85, 1656.76, 1669.15, 1642.69, 1678.07
2140,  Semi detached house,  Four plus bed,  Clonsilla; Dublin 15, 1685.79, 1719.87, 1781.23, 1853.05, 1861.92
2147,  Semi detached house,  Four plus bed,  Dublin 16, 2152.24, 2226.11, 2262.57, 2300.42, 2252.33
2151,  Semi detached house,  Four plus bed,  Rathfarnham; Dublin 16, 2163.04, 1649.45, 1658.19, 2403.01, 2445.72
1748,  Semi detached house,  1 to 2 bed,  Dublin 7, 1292.02, 1333.89, 1361.09, 1354.05, 1375.59
1756,  Semi detached house,  1 to 2 bed,  Dublin 8, 1432.14, 1534.17, 1486.77, 1580.69, 1595.68
2156,  Semi detached house,  Four plus bed,  Dublin 18, 2356.98, 2359.73, 2378.82, 2474.02, 2445.87
2167,  Semi detached house,  Four plus bed,  Dublin 24, 1634.2, 1699.59, 1788.73, 1871.69, 1859.99
1381,  Semi detached house,  Two bed,  Dublin 3, 1597.39, 1649.45, 1674.17, 1670.8, 1678.07
1390,  Semi detached house,  Two bed,  Dublin 4, 2060.3, 2144.34, 2120.3, 2007.98, 2039.2
1402,  Semi detached house,  Two bed,  Dublin 6, 1847.85, 1923.44, 1891.44, 1869.21, 1885.68
1414,  Semi detached house,  Two bed,  Dublin 7, 1435.72, 1476.61, 1492.66, 1441.91, 1454.2
1422,  Semi detached house,  Two bed,  Dublin 8, 1533.55, 1620.61, 1658.19, 1670.8, 1678.07
1433,  Semi detached house,  Two bed,  Dublin 9, 1597.39, 1402.87, 1383.43, 1351.79, 1678.07
1449,  Semi detached house,  Two bed,  Dublin 12, 1410.38, 1428.34, 1475.69, 1558.04, 1548.9
1460,  Semi detached house,  Two bed,  Dublin 14, 1597.39, 1808.06, 1658.19, 1762.63, 1678.07
1466,  Semi detached house,  Two bed,  Dublin 15, 1340.06, 1421.36, 1430.21, 1416.65, 1413.41
1498,  Semi detached house,  Two bed,  Clondalkin; Dublin 22, 1597.39, 1269.61, 1658.19, 1670.8, 1678.07
2514,  Terrace house,  Two bed,  Dun Laoghaire; Dublin, 1597.39, 1542.4, 1553.23, 1603.37, 1678.07
2519,  Terrace house,  Two bed,  Lucan; Dublin, 1325.43, 1386.84, 1408.41, 1423.19, 1427.86
2171,  Semi detached house,  Four plus bed,  Tallaght; Dublin 24, 1546.36, 1587.11, 1658.19, 1670.8, 1678.07
2533,  Terrace house,  Two bed,  Swords; Dublin, 1353.62, 1342.75, 1358.11, 1384.91, 1388.8
2534,  Terrace house,  Two bed,  Dublin 1, 1597.39, 1649.45, 1533.55, 1605.88, 1633.71
1170,  Semi detached house,  One bed,  Dublin, 1100.54, 1118.46, 1127.27, 1670.8, 1115.04
2550,  Terrace house,  Two bed,  Dublin 3, 1501.83, 1574.58, 1577.41, 1586.26, 1569.71
2552,  Terrace house,  Two bed,  Clontarf; Dublin 3, 1597.39, 1716.91, 1699.67, 1670.8, 1678.07
2554,  Terrace house,  Two bed,  East Wall; Dublin 3, 1439.78, 1514.73, 1547.83, 1527.85, 1466.41
2559,  Terrace house,  Two bed,  Dublin 4, 2025.86, 2084.19, 2096.85, 2070.63, 2081.03
2560,  Terrace house,  Two bed,  Ballsbridge; Dublin 4, 2258.94, 2257.85, 2282.81, 2167.78, 2178.22
2561,  Terrace house,  Two bed,  Donnybrook; Dublin 4, 1951.6, 2021.08, 2052.64, 2037.06, 2067.52
2565,  Terrace house,  Two bed,  Ringsend; Dublin 4, 1898.47, 1951.38, 1914.2, 1948.39, 1941.39
2566,  Terrace house,  Two bed,  Sandymount; Dublin 4, 2093.75, 2124.54, 2168.22, 2125.17, 2139.73
2567,  Terrace house,  Two bed,  Dublin 5, 1441.25, 1539.25, 1515.02, 1602.23, 1585.56
2571,  Terrace house,  Two bed,  Dublin 6, 1807.0, 1883.51, 1874.49, 1860.41, 1871.42
2575,  Terrace house,  Two bed,  Ranelagh; Dublin 6, 2128.88, 2122.68, 2060.39, 2093.18, 2063.13
2576,  Terrace house,  Two bed,  Rathgar; Dublin 6, 1700.53, 1845.53, 1841.71, 1802.23, 1821.0
2577,  Terrace house,  Two bed,  Rathmines; Dublin 6, 1752.07, 1889.79, 1844.26, 1811.94, 1678.07
2579,  Terrace house,  Two bed,  Dublin 6W, 1479.5, 1586.01, 1581.82, 1637.74, 1678.07
2583,  Terrace house,  Two bed,  Dublin 7, 1482.78, 1547.68, 1569.53, 1578.18, 1565.96
2585,  Terrace house,  Two bed,  Cabra; Dublin 7, 1424.35, 1422.15, 1417.17, 1476.69, 1453.27
2590,  Terrace house,  Two bed,  Stoneybatter; Dublin 7, 1521.78, 1586.75, 1617.3, 1582.21, 1564.9
2591,  Terrace house,  Two bed,  Dublin 8, 1620.2, 1649.44, 1675.98, 1668.14, 1672.85
2595,  Terrace house,  Two bed,  Inchicore; Dublin 8, 1451.38, 1448.82, 1486.57, 1499.27, 1496.83
2597,  Terrace house,  Two bed,  Kilmainham ; Dublin 8, 1637.34, 1649.45, 1658.19, 1670.8, 1678.07
2602,  Terrace house,  Two bed,  Dublin 9, 1471.51, 1549.91, 1557.71, 1545.63, 1561.29
2605,  Terrace house,  Two bed,  Drumcondra; Dublin 9, 1482.25, 1649.45, 1658.19, 1670.8, 1678.07
2609,  Terrace house,  Two bed,  Dublin 10, 1339.83, 1384.42, 1423.81, 1374.26, 1376.83
2610,  Terrace house,  Two bed,  Ballyfermot; Dublin 10, 1342.45, 1377.44, 1402.92, 1360.41, 1350.06
2612,  Terrace house,  Two bed,  Dublin 11, 1330.4, 1315.29, 1337.69, 1451.39, 1479.77
2614,  Terrace house,  Two bed,  Finglas; Dublin 11, 1318.79, 1289.89, 1296.76, 1670.8, 1678.07
2618,  Terrace house,  Two bed,  Dublin 12, 1325.2, 1433.17, 1447.59, 1466.42, 1496.01
2619,  Terrace house,  Two bed,  Crumlin; Dublin 12, 1327.42, 1424.88, 1423.08, 1431.02, 1460.9
2620,  Terrace house,  Two bed,  Drimnagh; Dublin 12, 1264.71, 1389.34, 1448.62, 1464.48, 1478.26
2621,  Terrace house,  Two bed,  Kimmage; Dublin 12, 1597.39, 1484.97, 1658.19, 1670.8, 1527.93
2623,  Terrace house,  Two bed,  Dublin 13, 1597.39, 1649.45, 1628.65, 1670.8, 1678.07
2629,  Terrace house,  Two bed,  Dublin 14, 1623.56, 1710.52, 1714.5, 1742.04, 1737.26
2635,  Terrace house,  Two bed,  Dublin 15, 1286.74, 1294.5, 1306.86, 1292.67, 1334.73
2640,  Terrace house,  Two bed,  Clonee; Dublin 15, 1280.65, 1649.45, 1658.19, 1670.8, 1678.07
2657,  Terrace house,  Two bed,  Dublin 18, 1683.0, 1772.97, 1788.8, 1804.97, 1753.91
2667,  Terrace house,  Two bed,  Clondalkin; Dublin 22, 1222.0, 1218.38, 1209.76, 1197.48, 1224.99
3696,  Apartment,  Two bed,  Saggart; Dublin, 1430.93, 1503.47, 1535.08, 1508.1, 1526.6
3698,  Apartment,  Two bed,  Shankill; Dublin, 1430.77, 1463.29, 1480.22, 1670.8, 1678.07
3699,  Apartment,  Two bed,  Skerries; Dublin, 1179.46, 1211.45, 1198.11, 1225.66, 1241.34
3701,  Apartment,  Two bed,  Stillorgan; Dublin, 1743.96, 1779.93, 1790.27, 1801.49, 1819.83
3702,  Apartment,  Two bed,  Swords; Dublin, 1372.07, 1405.13, 1412.11, 1437.68, 1436.58
3703,  Apartment,  Two bed,  Dublin 1, 1739.47, 1800.95, 1831.39, 1841.97, 1851.89
3704,  Apartment,  Two bed,  I.F.S.C.; Dublin 1, 1912.94, 1958.93, 1952.57, 1983.96, 1984.66
3705,  Apartment,  Two bed,  Parnell Street; Dublin 1, 1842.68, 1825.55, 1829.71, 1842.62, 1857.25
3706,  Apartment,  Two bed,  Spencer Dock; Dublin 1, 2013.62, 2098.58, 2127.73, 2160.71, 2183.31
3707,  Apartment,  Two bed,  Summerhill; Dublin 1, 1763.08, 1771.78, 1786.08, 1670.8, 1678.07
3708,  Apartment,  Two bed,  Dublin 2, 2167.77, 2336.95, 2387.32, 2445.46, 2410.26
3711,  Apartment,  Two bed,  Grand Canal Dock; Dublin 2, 2348.48, 2400.62, 2415.23, 1670.8, 1678.07
3719,  Apartment,  Two bed,  Dublin 3, 1642.43, 1674.81, 1694.28, 1702.94, 1718.13
3721,  Apartment,  Two bed,  Clontarf; Dublin 3, 1632.16, 1697.88, 1700.19, 1692.52, 1706.17
3723,  Apartment,  Two bed,  East Wall; Dublin 3, 1789.85, 1844.51, 1870.31, 1924.91, 1917.93
3725,  Apartment,  Two bed,  Fairview; Dublin 3, 1571.39, 1511.68, 1515.12, 1528.94, 1574.5
3728,  Apartment,  Two bed,  Dublin 4, 2032.48, 2112.74, 2141.48, 2175.63, 2168.99
3729,  Apartment,  Two bed,  Ballsbridge; Dublin 4, 2311.04, 2434.9, 2477.33, 2514.07, 2497.27
3730,  Apartment,  Two bed,  Donnybrook; Dublin 4, 1922.55, 1964.4, 1968.48, 1974.26, 1986.69
3732,  Apartment,  Two bed,  Merrion; Dublin 4, 1663.19, 1693.36, 1726.38, 1809.1, 1854.04
3733,  Apartment,  Two bed,  Pembroke; Dublin 4, 1852.77, 1980.53, 1966.28, 2039.06, 2022.04
3734,  Apartment,  Two bed,  Ringsend; Dublin 4, 1815.87, 1848.6, 1842.98, 1825.32, 1856.13
3735,  Apartment,  Two bed,  Sandymount; Dublin 4, 1829.39, 1900.7, 1951.83, 2030.51, 2018.81
3736,  Apartment,  Two bed,  Dublin 5, 1543.64, 1607.03, 1615.01, 1628.48, 1650.36
3737,  Apartment,  Two bed,  Artane; Dublin 5, 1494.2, 1531.9, 1556.7, 1581.97, 1515.16
3739,  Apartment,  Two bed,  Raheny; Dublin 5, 1580.53, 1628.28, 1665.95, 1669.91, 1668.94
3740,  Apartment,  Two bed,  Dublin 6, 1868.42, 1907.41, 1908.21, 1921.46, 1926.22
3743,  Apartment,  Two bed,  Milltown; Dublin 6, 1994.47, 1987.08, 1991.38, 2008.84, 2011.99
3744,  Apartment,  Two bed,  Ranelagh; Dublin 6, 1863.3, 1973.06, 1965.93, 1988.9, 1976.35
3745,  Apartment,  Two bed,  Rathgar; Dublin 6, 2108.05, 2164.34, 2153.86, 2116.21, 2111.84
3746,  Apartment,  Two bed,  Rathmines; Dublin 6, 1633.62, 1735.72, 1776.16, 1804.31, 1799.36
3747,  Apartment,  Two bed,  Terenure; Dublin 6, 1597.39, 1713.21, 1755.42, 1767.0, 1770.44
3748,  Apartment,  Two bed,  Dublin 6W, 1736.29, 1806.31, 1814.31, 1799.02, 1841.1
3751,  Apartment,  Two bed,  Terenure; Dublin 6W, 1778.52, 1854.9, 1848.67, 1846.11, 1880.31
3752,  Apartment,  Two bed,  Dublin 7, 1586.72, 1635.05, 1665.28, 1687.97, 1696.61
3754,  Apartment,  Two bed,  Cabra; Dublin 7, 1597.39, 1686.93, 1658.19, 1670.8, 1678.07
3755,  Apartment,  Two bed,  Navan Road; Dublin 7, 1498.64, 1524.36, 1658.19, 1670.8, 1678.07
3758,  Apartment,  Two bed,  Smithfield; Dublin 7, 1757.72, 1828.18, 1859.16, 1889.51, 1869.22
3760,  Apartment,  Two bed,  Dublin 8, 1607.65, 1668.23, 1672.5, 1689.79, 1701.79
3761,  Apartment,  Two bed,  Christchurch; Dublin 8, 1651.81, 1739.23, 1739.44, 1732.0, 1684.35
3762,  Apartment,  Two bed,  Cork Street; Dublin 8, 1586.03, 1606.76, 1688.2, 1738.41, 1774.61
3764,  Apartment,  Two bed,  Inchicore; Dublin 8, 1419.68, 1441.08, 1407.68, 1426.26, 1431.11
3765,  Apartment,  Two bed,  Islandbridge; Dublin 8, 1848.37, 1865.55, 1886.13, 1895.82, 1913.1
3766,  Apartment,  Two bed,  Kilmainham ; Dublin 8, 1597.3, 1599.95, 1601.28, 1603.51, 1623.68
3768,  Apartment,  Two bed,  Rialto; Dublin 8, 1502.24, 1537.16, 1518.03, 1509.47, 1540.81
3769,  Apartment,  Two bed,  South Circular Road; Dublin 8, 1099.5, 1276.55, 1285.22, 1341.48, 1388.65
3771,  Apartment,  Two bed,  Dublin 9, 1467.58, 1536.33, 1563.73, 1588.41, 1617.13
3772,  Apartment,  Two bed,  Ballymun; Dublin 9, 1430.83, 1397.07, 1658.19, 1670.8, 1678.07
3773,  Apartment,  Two bed,  Beaumont; Dublin 9, 1407.97, 1464.1, 1496.83, 1487.39, 1507.28
3774,  Apartment,  Two bed,  Drumcondra; Dublin 9, 1583.03, 1568.52, 1574.95, 1578.78, 1614.25
3776,  Apartment,  Two bed,  Santry; Dublin 9, 1428.42, 1514.84, 1555.68, 1626.66, 1657.05
3778,  Apartment,  Two bed,  Dublin 10, 1289.11, 1374.14, 1365.72, 1352.74, 1361.88
3780,  Apartment,  Two bed,  Cherry Orchard; Dublin 10, 1269.56, 1649.45, 1346.84, 1670.8, 1678.07
3781,  Apartment,  Two bed,  Dublin 11, 1439.5, 1402.32, 1408.96, 1430.85, 1441.78
3782,  Apartment,  Two bed,  Ballymun; Dublin 11, 1348.67, 1408.6, 1398.53, 1347.22, 1393.11
3783,  Apartment,  Two bed,  Finglas; Dublin 11, 1459.81, 1367.79, 1365.69, 1385.38, 1382.72
3784,  Apartment,  Two bed,  Glasnevin; Dublin 11, 1386.8, 1445.36, 1458.06, 1437.54, 1439.94
